ledger,date,clustering,exclude_contract_addresses,top_limit_type,top_limit_value,exclude_below_fees,exclude_below_usd_cent,hhi,shannon_entropy,gini,total_entities,tau=0.33,tau=0.5,tau=0.66,mpr,theil
dogecoin,2015-10-01,False,False,absolute,100,False,False,1821.8465709465456,4.412304964255568,0.6684916987984382,100,1,2,13,0.4067463424962244,1.5467934402436936
dogecoin,2015-11-01,False,False,absolute,100,False,False,1825.873904404374,4.408885932714284,0.6695865457233923,100,1,2,13,0.4072209382905982,1.5491633323167822
dogecoin,2015-12-01,False,False,absolute,100,False,False,1783.5887027062138,4.440995243227449,0.6685227619555548,100,1,2,13,0.4022647887416659,1.5269068542648596
dogecoin,2016-01-01,False,False,absolute,100,False,False,1809.1067671355615,4.423375238498103,0.6680728638780247,100,1,2,13,0.4052912887566729,1.5391201108644577
dogecoin,2016-02-01,False,False,absolute,100,False,False,1290.3278676067112,4.471832149269627,0.7010667614191383,100,2,3,9,0.2730959272287072,1.5055323397845262
dogecoin,2016-03-01,False,False,absolute,100,False,False,1166.6359308844098,4.569168600305315,0.7018123734389109,100,2,3,9,0.257166984425836,1.4380638531834309
dogecoin,2016-04-01,False,False,absolute,100,False,False,1433.2355092075932,4.299449088180756,0.7234250802320629,100,2,2,7,0.2633647882745877,1.6250191725545726
dogecoin,2016-05-01,False,False,absolute,100,False,False,1235.5586467143903,4.531656432974107,0.7027872319236965,100,2,3,10,0.2603182760697287,1.464065306205749
dogecoin,2016-06-01,False,False,absolute,100,False,False,1043.6549053370154,4.779824934036679,0.6810350759771883,100,2,3,13,0.2604764553478699,1.2920480093904425
dogecoin,2016-07-01,False,False,absolute,100,False,False,1029.858238100593,4.741444123524969,0.6956354031782777,100,2,3,10,0.2569715657122386,1.3186515599842372
dogecoin,2016-08-01,False,False,absolute,100,False,False,973.4540083128892,4.8696288531503304,0.6743782611186471,100,2,4,12,0.2626788035755534,1.22980067605358
dogecoin,2016-09-01,False,False,absolute,100,False,False,990.020181027838,4.864159969086358,0.6755628810724368,100,2,5,12,0.2688392556744274,1.233591417623331
dogecoin,2016-10-01,False,False,absolute,100,False,False,1033.0859175572905,4.816941249703182,0.6844014971701676,100,2,4,12,0.2780523340994754,1.2663209398334356
dogecoin,2016-11-01,False,False,absolute,100,False,False,1139.9747602384364,4.714476730878435,0.6951054761528385,100,2,4,11,0.2978145620063522,1.3373439321642322
dogecoin,2016-12-01,False,False,absolute,100,False,False,1084.0958096589245,4.779814190468279,0.6862189653638398,100,2,4,12,0.2882464677781521,1.292055456264586
dogecoin,2017-01-01,False,False,absolute,100,False,False,988.1975197716088,4.959811988526293,0.6638771055675602,100,2,6,14,0.2840598326242826,1.1672904900336745
dogecoin,2017-02-01,False,False,absolute,100,False,False,971.9409259854508,4.987176858149267,0.6569348678633473,100,2,6,14,0.2814540143157543,1.1483226078081192
dogecoin,2017-03-01,False,False,absolute,100,False,False,917.267980368774,5.054726328063016,0.6433304593710404,100,2,6,15,0.2717356810188828,1.1015008831890865
